Term,fdr,es,nes,lead_genes,subset
heme Metabolism,0.5886301792778628,-0.2479645884862843,-0.9725704270163671,KLF3;TNRC6B;UBAC1;HDGF;MPP1;KDM7A;DAAM1;GYPC;TOP1;CCDC28A;ANK1;HMBS;RBM38;SDCBP;MAP2K3;GLRX5;PGLS;CPOX;ACP5;FOXO3;AQP3;CDR2;EPB41;SLC30A1;RNF123;MARK3;BNIP3L;YPEL5;BLVRB;NEK7,age_changes_TPH_02062026
UV Response Dn,0.7847674844379348,-0.2336465948982989,-0.8600472927406418,DLG1;NFKB1;ICA1;MAPK14;MT1E;SPOP;CDK13;FYN;DBP;PRKCA;FBLN5;MIOS;MRPS31;ATP2B1;RASA2;TOGARAM1;LDLR;MGMT;NEK7;IGF1R;TGFBR2,age_changes_TPH_02062026
Hedgehog Signaling,0.9924325643842304,-0.2141265178612149,-0.5847559076559752,LDB1;TLE3;ETS2,age_changes_TPH_02062026
TGF-beta Signaling,0.0006402212604676176,-0.579100888255785,-1.911407778188009,NOG;ID3;TGIF1;SMAD7;ID2;HIPK2;PMEPA1;IFNGR2;SKI;SMAD3;SKIL;ARID4B;TRIM33;SPTBN1;FURIN;SMURF2,age_changes_Tregs_mem_02062026
Apoptosis,0.015980275773901927,0.4008915209139811,1.850008106484874,TSPO;LGALS3;BAX;TXNIP;CASP8;LMNA;BCL2L1;PMAIP1;FAS;ENO2;CASP1;BTG3;ATF3;SPTAN1;ETF1;HMGB2;SAT1;CDKN1B;DAP;BCL10;TAP1;SOD1;DNAJC3;ISG20;CD44;CDC25B;SQSTM1;MGMT;FDXR;TIMP1;DPYD;PLCB2;CREBBP;RHOT2;PEA15;NEDD9;MCL1;TOP2A;RNASEL;RETSAT;SOD2;RARA;CTNNB1,age_changes_Tregs_mem_02062026
Complement,0.048511551456487986,0.32232180030723906,1.4896335429875673,LGALS3;ANXA5;CCL5;CPQ;LIPA;S100A9;F5;CTSS;CSRP1;FCN1;SPOCK2;APOBEC3G;PSMB9;CASP1;PLEK;GZMB;PIK3R5;EHD1;CTSC;LCP2;SERPINA1;GCA;TIMP1;F8;VCPIP1,age_changes_Tregs_mem_02062026
Fatty Acid Metabolism,0.048919211552760994,0.3374788635922776,1.510316406560478,LGALS1;ELOVL5;PCBD1;ENO2;ERP29;ALDOA;PRDX6;ACSL5;RAP1GDS1;MIF;FH;SDHA;CPT2;ALDH9A1;UROS;MDH2;YWHAH;GRHPR;ECI2;ACSL4;HSD17B10;SERINC1;PSME1;ALAD;NCAPH2;PTS;ACOT2;S100A10;HADHB;HSD17B11;RETSAT;ODC1;BLVRA;ACSM3;ACSL1;HMGCS1,age_changes_Tregs_mem_02062026
Interferon Gamma Response,0.04931056524518308,0.32732723727878904,1.5544166165048843,HLA-DRB1;HLA-DQA1;HLA-DMA;CD74;TXNIP;CCL5;CD40;CASP8;PFKP;ST8SIA4;TAPBP;IL10RA;IL7;ZBP1;ARID5B;SRI;FAS;PSMB9;CASP1;IL18BP;RIPK1;VAMP5;PTPN2;SELP;TRIM26;TAP1;IL15RA;STAT1;ISG20;MTHFD2;MVP;TRIM14;NAMPT;OGFR;LCP2,age_changes_Tregs_mem_02062026
Allograft Rejection,0.05326758591300643,0.34042207653653883,1.616666210507161,HLA-DRA;HLA-DQA1;HLA-DMA;CD74;FLNA;CCL5;CD40;ST8SIA4;CXCR3;CTSS;TAPBP;HCLS1;CD96;HLA-DMB;GPR65;CDKN2A;IL7;SRGN;FAS;NCF4;GZMB;TPD52;BCL10;SPI1;TAP1;STAT1;MAP4K1;LCP2;APBB1;TIMP1;IL2RB;CD3E;IFNG;CCL4;HLA-DOA;ICAM1;PSMB10;IL12RB1,age_changes_Tregs_mem_02062026
IL-2/STAT5 Signaling,0.0551699996956138,0.3206556285655791,1.5142231579147938,CST7;AHNAK;TNFRSF9;PRNP;PLEC;CTLA4;BCL2L1;CDC42SE2;IL10RA;FLT3LG;GPR65;PHLDA1;GLIPR2;SYNGR2;RNH1;TIAM1;RORA;P4HA1;SELP;PLPP1;ALCAM;SYT11;LRRC8C;TRAF1;ANXA4;CD44;TNFRSF1B;XBP1;BATF;CCR4;FAM126B;IL2RB;NOP2;MYO1C,age_changes_Tregs_mem_02062026
Epithelial Mesenchymal Transition,0.057072413478221166,0.3630314020768256,1.5641960441140785,LGALS1;ITGB1;FLNA;VIM;EMP3;GLIPR1;FAS;ENO2;CADM1;SAT1;VCAN;WIPF1;CD44;IL32;TIMP1;COPA;CALU;SGCB;PLOD3,age_changes_Tregs_mem_02062026
KRAS Signaling Dn,0.06050090911418986,-0.4220418919204624,-1.5163645451073118,LFNG;CHST2;IFI44L;MX1;SNN;LYPD3;CAMK1D;SKIL;CCDC106;STAG3;PDK2;GAMT;VPS50;CD40LG;KCNMB1;SLC25A23,age_changes_Tregs_mem_02062026
Reactive Oxygen Species Pathway,0.07191124098255867,0.43399961868957426,1.6314585894292757,PRNP;TXN;PFKP;LSP1;PRDX1;PRDX6;TXNRD2;G6PD;SOD1;CDKN2D;PRDX2;PTPA;SCAF4;NQO1;OXSR1;SOD2;PRDX4;MBP,age_changes_Tregs_mem_02062026
Notch Signaling,0.07469248038788871,-0.5423800011234418,-1.5243336092282331,LFNG;HES1;PRKCA;RBX1;NOTCH1;DTX1,age_changes_Tregs_mem_02062026
Wnt-beta Catenin Signaling,0.09347230402827217,-0.5088440161263986,-1.5436982334349014,TCF7;FRAT1;TP53;LEF1;NOTCH1;AXIN2;CSNK1E;RBPJ;HDAC2;HDAC11;NUMB;PTCH1;MYC;MAML1;NKD1,age_changes_Tregs_mem_02062026
mTORC1 Signaling,0.10196937874775515,0.28203945732692726,1.3781198297826533,SLC1A4;ELOVL5;PRDX1;CCNG1;HPRT1;ALDOA;ETF1;P4HA1;G6PD;YKT6;SKAP2;RPN1;GAPDH;SLC9A3R1;PSME3;SDF2L1;MTHFD2;HSPE1;PFKL;NAMPT;HSP90B1;XBP1;CTSC;QDPR;SLC7A5;SQSTM1;FDXR;GPI;TPI1;TBK1;SSR1;GSK3B;CALR;MCM4;GTF2H1;DDX39A;SLA;PPA1;DHFR;FGL2;PNO1;ASNS;ACTR2;PIK3R3;PSMD14;HMGCS1;NUFIP1;DDIT4,age_changes_Tregs_mem_02062026
Unfolded Protein Response,0.10667352919202067,0.30470310999116884,1.3426967004789752,HERPUD1;SLC1A4;EEF2;PDIA6;ATF3;SPCS1;YWHAZ;DNAJC3;MTHFD2;SPCS3;HSP90B1;XBP1;SLC7A5;DNAJB9;PARN;SSR1;ATP6V0D1;LSM1;CALR;DCTN1;ASNS;EXOSC10;TUBB2A;DDIT4;ZBTB17;XPOT;EIF4G1;ALDH18A1;HYOU1;EIF4A2;EXOSC9;EDC4,age_changes_Tregs_mem_02062026
Pperoxisome,0.11391653730252944,0.3170271180542701,1.3478575094684613,TSPO;GSTK1;ELOVL5;PRDX1;ABCD2;CADM1;ACSL5;ABCC5;BCL10;SOD1;MVP;ALDH9A1;YWHAH;ECI2;ACSL4;ERCC3;TOP2A;HSD17B11;RETSAT;ATXN1;SOD2;SCP2;CNBP;ABCD1;ACSL1,age_changes_Tregs_mem_02062026
p53 Pathway,0.13012510273034425,0.27652614070646137,1.302200866364909,DDB2;BAX;RPS27L;S100A4;TXNIP;SLC3A2;AEN;PVT1;CCNG1;CDKN2A;FAS;STOM;CASP1;ATF3;CD82;SAT1;ABCC5;ANKRA2;TAP1;RB1;NINJ1;TM7SF3;TOB1;ZMAT3,age_changes_Tregs_mem_02062026
Protein Secretion,0.15866130946945484,0.2946764211986678,1.2547679759344283,STAM;CD63;SGMS1;PAM;SEC24D;TPD52;TMED2;YKT6;SOD1;ANP32E;ARF1;CTSC;ARFGAP3;AP2B1;RAB5A;ATP1A1;VAMP3,age_changes_Tregs_mem_02062026
Glycolysis,0.16138322457380078,0.2712746049969883,1.2615646414819717,TXN;PFKP;UGP2;ENO2;PAM;GOT2;ALDOA;P4HA1;PKM;G6PD;VCAN;CHPF2;SOD1;MIF;GLCE;ISG20;CD44;ALDH9A1;PGAM1;BPNT1;GMPPB;MDH2;AGL;TPI1,age_changes_Tregs_mem_02062026
Inflammatory Response,0.18887164033725992,0.2656135681183008,1.2219690580360145,CD70;TNFRSF9;CCL5;CD40;EMP3;TAPBP;IL10RA;SRI;ADRM1;KCNA3;CD82;PIK3R5;IL15RA;NAMPT;TNFRSF1B;LCP2;GPR132;CYBB;TIMP1;IL2RB,age_changes_Tregs_mem_02062026
Mitotic Spindle,0.21196694365811342,0.24262709083666625,1.1639174381808466,FLNA;EZR;ACTN4;ARHGDIA;PCGF5;CENPE;NUSAP1;TIAM1;SPTAN1;HOOK3;ARHGAP10;MYH9;NDC80;RABGAP1;CNTROB;PRC1;LATS1;KIFAP3;KIF20B;RHOT2;PXN;BRCA2;NEDD9;CEP250;STK38L;CEP57;INCENP;CD2AP;STAU1;TOP2A;ALMS1;CLASP1;ABR;CKAP5,age_changes_Tregs_mem_02062026
Bile Acid Metabolism,0.2163945614195291,0.2796978617835609,1.1678404983740247,GSTK1;PEX16;OPTN;ABCA2;ABCD2;ACSL5;SOD1;ALDH9A1;FDXR;PAOX;HSD17B11;RETSAT;ATXN1;SCP2;PHYH;ABCD1;PECR;ACSL1;LIPE,age_changes_Tregs_mem_02062026
Coagulation,0.2168751712172404,0.29613143405022896,1.1834898636196094,CAPN2;CPQ;CSRP1;PLEK;WDR1;SERPINA1;TIMP1;CRIP2;F8;PREP;ISCU;ADAM9;RAC1;CTSO;LAMP2;GNB2,age_changes_Tregs_mem_02062026
Angiogenesis,0.22258241256506256,0.46346770241056745,1.1710322517173657,S100A4;LRPAP1;VCAN;TIMP1,age_changes_Tregs_mem_02062026
Myogenesis,0.22415190393571363,0.2724456968909199,1.1869285398125156,ITGB1;PRNP;TPM3;LSP1;SYNGR2;SPTAN1;FXYD1;MYH9;DMPK;RB1;SORBS3;AGL;PKIA;ATP6AP1;NQO1;FLII;MYO1C,age_changes_Tregs_mem_02062026
Apical Junction,0.23057255045201352,0.2542722582489796,1.1439486768412686,ITGB1;ACTN4;ZYX;CTNNA1;CD99;ARHGEF6;MYH9;CNN2;VCAN;SKAP2;ADAM15;TRAF1;SORBS3;YWHAH;PIK3CB;SYMPK;ICAM1;ADAM9;PIK3R3;VASP;EVL;MAPK13;CAP1;PLCG1;AKT2;TGFBI;EXOC4;B4GALT1;STX4;NF2;IKBKG;RHOF;HRAS;LAYN;MSN,age_changes_Tregs_mem_02062026
Estrogen Response Late,0.31753015498792136,0.23962157741898174,1.0855715476004475,SLC1A4;S100A9;ELOVL5;HPRT1;RNASEH2A;BTG3;DYNLT3;TIAM1;SLC9A3R1;ISG20;AFF1;TOB1;CD44;XBP1;SLC7A5;BATF;SERPINA1;FKBP5;SNX10,age_changes_Tregs_mem_02062026
Myc Targets V1,0.3751696586340239,-0.31867045419814855,-1.3014630985470435,PSMA4;EIF4A1;SRSF3;SNRPG;SERBP1;EIF3J;FAM120A;PSMC6;DDX18;HDDC2;GSPT1;CCT2;EEF1B2;RPS10;EIF3B;TRIM28;PSMA2;RSL1D1;NOP56;DHX15;TARDBP;HNRNPD;PHB;SMARCC1;COPS5;GNL3;RPL22;PRDX3;IMPDH2;CLNS1A;TCP1;SRSF2;RPS5;SNRPB2;HDGF;PSMD8;SRM;POLE3;RPS6;C1QBP;HNRNPA2B1;CCT4;CYC1;RPL6;DDX21;IFRD1;MRPL23;CCT5;RPS2;ABCE1;HDAC2;SET;SYNCRIP;CCT7;RACK1;NOP16;YWHAE;TRA2B;CCNA2;CDK4;CSTF2;RPL34;PSMD3;MYC;NAP1L1;USP1;SRSF7;APEX1;SNRPD3,age_changes_Tregs_mem_02062026
Cholesterol Homeostasis,0.394643332155491,0.2605537534768521,1.0414933164727125,LGALS3;ANXA5;ABCA2;ATF3;PMVK;ALCAM;LSS;ETHE1;ANTXR2;SREBF2;GUSB;CTNNB1;FABP5;HMGCS1,age_changes_Tregs_mem_02062026
Interferon Alpha Response,0.43012198349082775,-0.33642059792493517,-1.2594634876594348,IFIT2;IRF9;PLSCR1;IFI44L;IRF7;USP18;MX1;ISG15;IFI27;IFIT3;IRF1;SAMD9L;NMI;SP110;CNP;IFI44;RTP4;SAMD9;IL4R;EPSTI1;NCOA7;BST2;PNPT1;SELL;SLC25A28;HERC6;IFI35;RSAD2;OAS1;EIF2AK2;HELZ2,age_changes_Tregs_mem_02062026
E2F Targets,0.46932548016923875,0.20643770240299456,1.0016989728794043,PTTG1;POLD1;ATAD2;CDKN2A;SHMT1;RNASEH2A;CENPE;POLE;HELLS;HMGB2;CDKN1B;ASF1A;MCM6;TCF19;RBBP7;SMC6;MTHFD2;ANP32E;EED;RAD21;CDC25B;BRCA2;MMS22L;MCM4;CDKN3;POLD3;DDX39A;TOP2A;MAD2L1;PRDX4;LBR;TK1;DUT;XPO1;CSE1L;ILF3;UNG;PRIM2;DONSON;ASF1B;WEE1;STAG1;MXD3;SMC1A;RFC2;UBE2T;BARD1;TMPO;DEK;RFC1;PHF5A;TFRC;LYAR;SSRP1;JPT1;EZH2;CHEK1;KIF22;CCP110,age_changes_Tregs_mem_02062026
IL-6/JAK/STAT3 Signaling,0.5854366126076028,-0.33580663655297033,-1.1934747267403443,CD38;IL6ST;IRF9;IL2RG;ITGA4;TNFRSF1A;IFNGR2;IRF1;LTB;IL17RB;BAK1,age_changes_Tregs_mem_02062026
Xenobiotic Metabolism,0.6056493124023663,-0.2828196966780562,-1.097354426936375,DDAH2;CSAD;LONP1;SERTAD1;ID2;FBP1;TNFRSF1A;ECH1;GSTO1;SPINT2;LPIN2;ACP2;GABARAPL1;PGRMC1;SLC35B1;CYB5A;IDH1;AKR1C3;IRF8;BPHL;SHMT2;ITIH4;UPP1;ETS2;MT2A;CAT;ARG1;POR;NDRG2;GCNT2,age_changes_Tregs_mem_02062026
heme Metabolism,0.6189979256831161,-0.24784621331409323,-0.9859580813616713,KLF3;MARK3;GYPC;ANK1;SDCBP;RBM38;TOP1;MPP1;FOXO3;LPIN2;TFDP2;MXI1;HEBP1;CPOX;GCLM;FBXO9;HDGF;GLRX5;YPEL5;DAAM1;ACSL6;TSPAN5;PSMD9;MINPP1;AGPAT4;DCUN1D1;EPOR;CAT;CDR2;TNRC6B;FBXO34;FECH;UROD;NEK7;SLC25A37;UBAC1;CDC27;CCND3;VEZF1;SLC11A2;MOSPD1;NCOA4,age_changes_Tregs_mem_02062026
Estrogen Response Early,0.6288657570582709,-0.2561971348497,-0.9946649449300123,RETREG1;IL6ST;HES1;NRIP1;DHRS3;IGF1R;FAM102A;ABLIM1;BCL11B;TGIF2;FKBP4;FLNB;NXT1;MED13L;IL17RB;OPN3;RPS6KA2;KDM4B;UNC119;SVIL;SLC37A1,age_changes_Tregs_mem_02062026
Adipogenesis,0.6296728530332464,-0.24024901846652733,-0.9692713957077913,CCNG2;ATP5PO;RREB1;ETFB;ARL4A;EPHX2;PEX14;ECH1;DBT;UQCRQ;VEGFB;DGAT1;LPCAT3;JAGN1;PPM1B;COQ5;ACADM;UQCR10;PRDX3;PFKFB3;MAP4K3;IDH1;DNAJC15;DHRS7B;DRAM2;COQ3;CYC1;PDCD4;PREB;SLC19A1;CAT;DECR1;MRPL15;SDHB;POR,age_changes_Tregs_mem_02062026
TNF-alpha Signaling via NF-kB,0.6316655763504595,-0.27347815159273364,-1.1049326107618895,ZBTB10;NFKB1;TGIF1;IFIT2;IL6ST;HES1;NFKB2;SNN;BCL2A1;ID2;RELB;GADD45B;PMEPA1;TNFAIP8;IL23A;IER5;IFNGR2;IER2;IRF1;SMAD3;IER3;KLF2;PFKFB3;NFE2L2;MARCKS;SLC2A6;NR4A3;PLK2;CD83;SLC2A3;TNF;ETS2;JUN;KLF4;NFKBIA;NR4A1;RCAN1;FOSB;IL7R;BTG1;MXD1;IRS2;CLCF1;LDLR;BCL6;KDM6B;DENND5A;GADD45A,age_changes_Tregs_mem_02062026
Pancreas Beta Cells,0.6403990997066364,-0.39624340252088075,-1.0036104232629173,FOXO1;SRP9;SRPRB;SEC11A,age_changes_Tregs_mem_02062026
UV Response Dn,0.643614433148096,-0.2977400349505661,-1.1187267014733453,ICA1;NFKB1;IGF1R;PRKCA;TGFBR2;SMAD7;MRPS31;DBP;PEX14;ZMIZ1;SMAD3;SPOP;PTEN;MTA1;MAPK14;BCKDHB,age_changes_Tregs_mem_02062026
Hypoxia,0.6469435837025276,-0.24140471714223272,-0.9484061551751384,PLAC8;CHST2;CCNG2;KLF7;PRKCA;HEXA;FBP1;LXN;JMJD6;PDK1;ENO1;FOXO3;ETS1;MXI1;IER3;HDLBP;PFKFB3;GLRX;RBPJ;B3GALT6;ANKZF1;PYGM;DDIT3;SLC2A3;JUN;MT2A;MAP3K1;PGM2,age_changes_Tregs_mem_02062026
DNA Repair,0.6575072345002433,-0.25760310086559524,-1.010521739399348,SRSF6;GTF2H5;NELFCD;POLR1C;NME4;RBX1;RPA2;SDCBP;TP53;AGO4;TAF10;ERCC4;RAE1;ALYREF;RPA3;NUDT9;TSG101;NELFB;ADA;IMPDH2;POLR2G;AK1;RAD52;NT5C3A;APRT;PNP;POLR2H;UPF3B;PDE6G;TAF12;ZNRD1,age_changes_Tregs_mem_02062026
KRAS Signaling Up,0.6671105534072576,-0.27366067680078193,-1.0636611345803242,SATB1;FCER1G;IL2RG;GYPC;ID2;RGS16;GADD45G;TRIB2;CBR4;ST6GAL1;ETS1;PECAM1;SPON1;CPE;DUSP6;CBX8;WDR33;IRF8;GLRX;SDCCAG8;FBXO4;DNMBP;KLF4;MAP3K1;AMMECR1;PRKG2;ARG1,age_changes_Tregs_mem_02062026
Androgen Response,0.66732396049408,-0.28100088587197364,-1.0349717715914692,ACTN1;ZBTB10;ELK4;HPGD;IDI1;PMEPA1;TNFAIP8;RPS6KA3;ZMIZ1;CAMKK2;ITGAV;GNAI3;STK39;AKT1,age_changes_Tregs_mem_02062026
Apical Surface,0.6714720607441932,-0.3422802090992195,-1.0193285956955875,APP;IL2RG;LYPD3;AKAP7;SULF2;HSPB1;GHRL,age_changes_Tregs_mem_02062026
PI3K/AKT/mTOR  Signaling,0.6763480315940046,-0.27637441342947966,-1.045837758057152,MKNK2;PRKCB;IL2RG;MAPK1;ATF1;TNFRSF1A;RPS6KA3;MKNK1;PDK1;CAB39;UBE2N;PTEN;TRAF2;AKT1;CSNK2B;MAPK8;SMAD2;DDIT3;MAPK9,age_changes_Tregs_mem_02062026
Oxidative Phosphorylation,0.6835057848166239,-0.22314101229105543,-0.9195123293934604,ATP5PO;TIMM8B;NDUFB8;ETFB;NDUFC2;NDUFA7;UQCRC2;ATP5MC3;ECH1;UQCRQ;MRPS22;MRPL35;ACADM;UQCR10;PRDX3;ATP6V1C1;FXN;LDHB;MRPL11;ABCB7;NDUFS2;CYB5A;IDH1;TIMM13;PDHB;NDUFV2;NDUFS4;NDUFB2;SLC25A20;CYC1;ATP5MC1;MRPS11;IDH2;UQCRH;ATP5PF;SLC25A6;DECR1;MRPL15;ATP5F1E;SDHB;POR;OAT;SLC25A11;SUCLG1;NDUFA2;TIMM9;SLC25A5;MTX2;ECI1;COX11,age_changes_Tregs_mem_02062026
UV Response Up,0.7060929146001748,-0.2912429123470784,-1.120896559159757,IL6ST;AGO2;DNAJA1;CDC34;AP2S1;BCL2L11;CASP3;FKBP4;MARK2;TGFBRAP1;IRF1;KLHDC3;DGAT1;CNP;EIF5;BAK1;ATP6V1C1;HSPA2;FURIN;TUBA4A;POLE3;POLR2H;DDX21;MRPL23;WIZ;NFKBIA;NR4A1;HYAL2;NAT1;FOSB;BTG1;PPT1;UROD;NUP58;PLCL1;CCND3;NXF1;GLS;CDC5L;SULT1A1,age_changes_Tregs_mem_02062026
Myc Targets V2,0.7112858203795231,-0.3265710339601725,-1.1402067372657716,PPAN;IPO4;DDX18;NDUFAF4;NOP56;PHB;GNL3;EXOSC5;SRM;WDR74;SLC19A1;NOC4L;RRP12;NOP16;NIP7;CDK4;FARSA;MYC,age_changes_Tregs_mem_02062026
G2-M Checkpoint,0.720809111628979,-0.2170209440073405,-0.8879155964190648,RBM14;STMN1;SMC4;NASP;MTF2;RPA2;GSPT1;FANCC;TOP1;CKS2;CUL3;UBE2S;HNRNPD;SMARCC1;SMAD3;MAP3K20;CTCF;TACC3;KATNA1;UPF1;AURKA;SRSF2;MARCKS;MAPK14;SFPQ;KIF11;SLC12A2;CKS1B;NOTCH2,age_changes_Tregs_mem_02062026
Spermatogenesis,0.9086841384348461,0.19067838903831616,0.7799090122501295,RPL39L;MLF1;PRKAR2A;PHKG2;PCSK1N;DBF4;MTOR;TOPBP1;CDKN3;IL12RB2,age_changes_Tregs_mem_02062026
Hedgehog Signaling,0.9985402955261339,-0.1940808862185746,-0.5108527750540264,LDB1;ETS2;PTCH1,age_changes_Tregs_mem_02062026
Epithelial Mesenchymal Transition,0.0,0.5482169331599062,1.981974076306498,LGALS1;ITGB1;VIM;FLNA;GLIPR1;FAS;ACTA2;TIMP1;ENO2;SAT1;IL32;EMP3;CD44;TPM4;WIPF1;VCAN;QSOX1;ADAM12;PLAUR;TGFBR3;SGCB;CADM1;CAPG,age_changes_Tregs_naive_02062026
Myc Targets V1,0.00038424591738712776,-0.4123917942864197,-2.0055930497420515,EEF1B2;NHP2;GNL3;C1QBP;RPS5;EIF3J;IMPDH2;NME1;EIF3B;RPL22;PHB;HNRNPA2B1;HNRNPD;CCT5;HDGF;TRIM28;FBL;MYC;EIF4A1;RSL1D1;SERBP1;UBE2E1;NCBP2;RPL6;RPS10;RANBP1;RACK1;MRPS18B;HDDC2;PSMC6;PSMA4;EIF2S1;SSBP1;APEX1;CCT2;NAP1L1;HDAC2;PSMA2;CLNS1A;NOP56;ABCE1;SRSF3;PCBP1;RPS6;SMARCC1;COPS5;SET;ERH;IFRD1;CAD;DDX21;VDAC1;RAD23B;RPS2;PCNA;TXNL4A;RPL34;RPLP0;SNRPG;SRM;GSPT1;LDHA;RPL18;NOP16;CYC1;NPM1;FAM120A;TARDBP;SRSF2;POLD2;SRPK1;LSM2;RPL14;SYNCRIP;EIF2S2;RPS3;MCM7;HNRNPR;HSP90AB1;XPO1;NDUFAB1;PPIA;CDK4;PSMD3;EIF1AX;TOMM70;PSMD7;SNRPB2;EXOSC7,age_changes_Tregs_naive_02062026
TGF-beta Signaling,0.0005123278898495037,-0.5241071814649202,-1.9861429587436028,NOG;ID2;ID3;SPTBN1;IFNGR2;SMURF2;SKIL;TGFBR1;SMAD3;TGIF1;PMEPA1;FKBP1A;TRIM33;HIPK2;SMAD7;ARID4B,age_changes_Tregs_naive_02062026
IL-2/STAT5 Signaling,0.0005304369790351099,0.48998397983026026,1.937077781492325,CST7;TNFRSF18;PRNP;CDC42SE2;AHNAK;IL10RA;PHLDA1;TNFRSF4;CCR4;GPR65;RORA;ADAM19;GALM;SLC1A5;ANXA4;TNFRSF9;CTLA4;CD44;MAP3K8;CSF1;SYT11;KLF6;SYNGR2;BATF;GLIPR2;PHTF2;PTGER2;P4HA1;BHLHE40;HOPX;TRAF1;IL2RB;FLT3LG;ODC1;ALCAM;PLEC;RABGAP1L;MYO1C;AHR;SELP;DCPS;TNFRSF1B;CISH;PLPP1;BCL2L1;TIAM1,age_changes_Tregs_naive_02062026
Wnt-beta Catenin Signaling,0.0007684918347742555,-0.6034700800845753,-2.061291806313009,TCF7;LEF1;TP53;MYC;FRAT1;AXIN2;AXIN1;HDAC2;NOTCH1;SKP2,age_changes_Tregs_naive_02062026
Myc Targets V2,0.0013448607108549472,-0.45390252616100346,-1.8101429997058787,GNL3;PPAN;MRTO4;PHB;TBRG4;NDUFAF4;MYC;EXOSC5;TFB2M;GRWD1;NOP56;WDR74;DCTPP1;LAS1L;SRM;NOP16;NPM1;RABEPK;IPO4,age_changes_Tregs_naive_02062026
Interferon Gamma Response,0.0023339227077544835,0.45860431635523846,1.8453350450877843,HLA-DRB1;ARID5B;CASP1;IL10RA;FAS;HLA-DQA1;CASP8;ZBP1;IL15RA;HLA-DMA;STAT4;CCL5;PSMB9;CD74;SRI;ADAR;TAPBP;TRIM26;NLRC5;VAMP5;LY6E;MYD88;PELI1;IL2RB;CD40;ST8SIA4;IL18BP;TXNIP;CASP4;MVP;NOD1;IL7;IRF5;TAP1;BST2;JAK2;APOL6;SELP;CSF2RB;STAT1;CDKN1A;PSME2;PFKP;PSME1;FGL2;TRIM21;NUP93;ICAM1,age_changes_Tregs_naive_02062026
Complement,0.0026521848951755497,0.4587924350712897,1.796634312531994,LGALS3;CASP1;ANXA5;F5;CTSS;TIMP1;PIK3R5;GATA3;CPQ;APOBEC3G;SPOCK2;CCL5;PSMB9;GZMK;CSRP1;CTSH;LIPA;S100A9;CTSC;S100A12;GCA;EHD1;CTSO;CASP4;HSPA1A;FCN1;XPNPEP1;GNB2;JAK2;RABIF;PLEK;PLAUR;VCPIP1;WAS;CTSB;RHOG;CPM;LAMP2;PDP1;GZMA;DOCK9;CD59;CD36;HSPA5;F8;CLU;GPD2;LCP2;FDX1;CASP7;RNF4,age_changes_Tregs_naive_02062026
Apoptosis,0.0028289972215205864,0.4828126189032149,1.8670671244659307,LGALS3;TSPO;CASP1;LMNA;FAS;ANXA1;CASP8;TIMP1;ENO2;HMGB2;SAT1;CDC25B;PMAIP1;RHOT2;CD2;CD44;BTG3;CFLAR;SQSTM1;FDXR;RARA;CD14;DAP3;BCAP31;TXNIP;PLCB2;CASP4;SPTAN1;TAP1;SOD1;TNF;CDKN1B;TGFBR3;BCL2L1;GNA15;CDKN1A;ANKH;BAX;CYLD;MCL1;RELA;IFNGR1;DAP,age_changes_Tregs_naive_02062026
Angiogenesis,0.0029174033846931045,0.7953506764836029,1.8520475552346287,S100A4;TIMP1;LRPAP1;VCAN;FGFR1,age_changes_Tregs_naive_02062026
Reactive Oxygen Species Pathway,0.008790098509724679,0.5050567878683573,1.6886158431577518,PRNP;TXN;PRDX6;PRDX4;LSP1;PRDX1;PRDX2;MBP;SCAF4;SOD1;CDKN2D;PFKP;TXNRD1;PTPA,age_changes_Tregs_naive_02062026
Pancreas Beta Cells,0.009375600384245918,-0.6198815845093075,-1.6516026209707402,FOXO1;AKT3;SRPRB;SRP9,age_changes_Tregs_naive_02062026
Inflammatory Response,0.011537004294013642,0.4292827128135121,1.6604219971890448,IL10RA;CD70;GPR183;CD82;TIMP1;PIK3R5;IL15RA;EMP3;TNFRSF9;CCL5;SRI;CSF1;KCNA3;TAPBP;KLF6;ATP2B1;LY6E;PTGER2;IL2RB;CD40;CD14;NOD2;OSM;BST2;AHR;PLAUR;TNFRSF1B;GNA15;CDKN1A;CXCR6;ADGRE1;CYBB;RHOG;SLAMF1;RELA,age_changes_Tregs_naive_02062026
Protein Secretion,0.01779910751873369,0.43674760664901463,1.6151414795868575,CD63;STAM;TPD52;CTSC;PAM;SGMS1;RER1;AP2B1;RAB9A;RAB14;ANP32E;RAB2A;SOD1;ARF1;SNX2;TMED2;AP3B1;TMED10;SNAP23;ATP6V1H;ARCN1;LAMP2;GBF1;USO1;SEC24D;ERGIC3;M6PR;TMX1;ATP1A1;STX12;VAMP3;KRT18;PPT1;VAMP7,age_changes_Tregs_naive_02062026
Coagulation,0.037342763324071736,0.4410631847690325,1.5384923099470884,CAPN2;CRIP2;ANXA1;TIMP1;CPQ;ISCU;CSRP1;CTSH;CTSO;GNB2;RABIF;PLEK;WDR1;CTSB;LAMP2,age_changes_Tregs_naive_02062026
