Term,fdr,es,nes,lead_genes,subset
Unfolded Protein Response,0.444554032,-0.256155435,-1.036420107,GOSR2;KIF5B;EIF2S1;NFYB;CNOT6;BANF1;DNAJA4;EIF4A1;IFIT1;XBP1;NOP56;YIF1A;SPCS3;LSM1;EIF4A3;DDX10;NFYA;TATDN2;EIF4E,age_changes_CD16_mono_02032026
Myogenesis,0.45081512698236664,0.21027707121452388,1.0028855121103397,PRNP;MYH9;CRAT;GPX3;SIRT2;APP;DMPK;PDE4DIP;FOXO4;SYNGR2;CDKN1A;SPTAN1;TPM3;MEF2C;ATP6AP1;PLXNB2;ITGA7;PDLIM7;FLII;RB1;HBEGF;CLU;AKT2;SCD;SH2B1;TNNI2,age_changes_CD16_mono_02032026
UV Response Up,0.452256627,-0.257396906,-1.044477107,DNAJA1;CA2;GLS;PLCL1;CDC34;CDKN1C;HYAL2;DGAT1;E2F5;NAT1;POLG2;RASGRP1;GCH1;CCND3;AMD1;CYB5B;CCNE1;CNP;PRKACA;PPIF;IL6ST;HSPA2;HLA-F;BID;HTR7;POLR2H;SLC6A8;KLHDC3;IRF1;STK25;MARK2;ATP6V1C1;WIZ;RRAD;RXRB;NFKBIA;STIP1;TUBA4A;ALAS1;EIF5;SLC25A4,age_changes_CD16_mono_02032026
Pperoxisome,0.7301320059536881,-0.22225004,-0.865997863,SLC25A19;SLC35B2;PRDX1;CTBP1;ECH1;PEX6;EPHX2;ITGB1BP1;TOP2A;CLN8;MLYCD;HRAS;PEX13;ACOT8,age_changes_CD16_mono_02032026
G2-M Checkpoint,0.7426579313373838,-0.20959864,-0.879028828,GSPT1;E2F4;KIF5B;MARCKS;UBE2S;KPNA2;CKS2;HNRNPD;KMT5A;CASP8AP2;SLC38A1;RBM14;CTCF;DR1;E2F3;TOP2A;SRSF2;RACGAP1;AMD1;MYC;SFPQ;MAPK14;TGFB1;PURA;HIRA;CUL3;TOP1;DTYMK;CKS1B;PRPF4B;STMN1;AURKA;NDC80;UBE2C;PLK1;TRA2B;KIF23;STIL;ARID4A;DKC1;CHAF1A;CHMP1A;CDC27;PAFAH1B1;ORC6;RPA2;MTF2;CCND1;CDC7,age_changes_CD16_mono_02032026
Interferon Alpha Response,0,-0.433935877,-2.404034111,ISG15;USP18;IFI44L;SELL;IRF9;LGALS3BP;SP110;IRF7;RSAD2;SAMD9L;SAMD9;EPSTI1;IFI44;UBE2L6;PLSCR1;MX1;EIF2AK2;SLC25A28;PARP14;IFI35;NMI;DDX60;OAS1;HLA-C;PARP9;LY6E;RTP4,age_changes_CD4_ISGhi_02032026
TGF-beta Signaling,0,-0.474126549,-2.26119919,NOG;ID2;ID3;SKIL;TGFBR1;APC;TRIM33;PPM1A;FKBP1A;SMURF2;SMAD7;SKI;BMPR2;CDK9;HIPK2;PMEPA1;XIAP;SPTBN1;FURIN,age_changes_CD4_ISGhi_02032026
IL-2/STAT5 Signaling,0,0.5356344539585125,2.270945865315401,CST7;PTGER2;AHNAK;PHLDA1;SERPINB6;HOPX;IL10RA;BHLHE40;ADAM19;TNFRSF1B;RORA;KLF6;PRNP;GLIPR2;IL2RB;CAPG;SYT11;XBP1;MYO1C;TNFRSF4;CTLA4;GALM;TRAF1;ALCAM;GPR65;BATF;BCL2;P4HA1;IFNGR1;RABGAP1L;IL2RA;ANXA4;IL18R1;CSF1;AHR;CCR4;CD44;MAP3K8;PHTF2;FLT3LG;NDRG1;TIAM1;TNFRSF18;SYNGR2;CD79B;GPX4;COL6A1;PLEC;CDC42SE2;PIM1;NFIL3;BCL2L1;UCK2;AMACR;SLC39A8;CCNE1;SOCS2;PLPP1;NFKBIZ;FGL2;CD86;LRIG1;IRF4;GABARAPL1;CCND3;F2RL2;SELP;RNH1;SLC1A5;P2RX4;CISH;ITGAV;PRKCH;BATF3;CTSZ,age_changes_CD4_ISGhi_02032026
Epithelial Mesenchymal Transition,0.000448613,0.5269704969533986,2.1091006921238518,LGALS1;TIMP1;ITGB1;IGFBP3;VIM;GLIPR1;ENO2;IL32;FLNA;TGFBR3;FAS;CAPG;EMP3;PLOD3;TPM4;DST;IL15;PFN2;SAT1;CD44;PPIB;CADM1;LRP1;WIPF1;VCAN;TGFBI;SGCB;TPM1;ACTA2;MAGEE1,age_changes_CD4_ISGhi_02032026
Coagulation,0.000897225,0.5036049943113796,1.9248360129210722,TIMP1;CAPN2;ANXA1;CPQ;CFH;CLU;CRIP2;CTSH;DPP4;CSRP1;SERPINA1;PDGFB;PLEK;LRP1;LTA4H;F12;CTSK;F8;PLAT;APOA1;CTSB;GNB2;SPARC;WDR1;F2RL2;ITGA2;GSN;PRSS23;CFD;ARF4;ADAM9;THBS1;PREP;C1R;CTSO;GP1BA;ISCU;ANG;MAFF;MST1;FN1;BMP1;A2M;PF4;SH2B2;S100A13,age_changes_CD4_ISGhi_02032026
Apoptosis,0.0011963,0.465996502,1.9426008680740525,TSPO;TIMP1;LMNA;ANXA1;LGALS3;HMGB2;CLU;ENO2;CASP1;BIRC3;TGFBR3;FAS;CD2;BAX;ATF3;IFNGR1;F2R;TXNIP;BCAP31;SAT1;SOD1;CDKN1B;CD44;GNA15;CASP8;SOD2;KRT18;CDKN1A;CFLAR;SQSTM1;GPX4;IGFBP6;PLAT;SPTAN1;PRF1;PSEN2;MADD;BCL2L1;RNASEL;PLCB2;RHOT2;TOP2A;TAP1;HMOX1;TNF;RETSAT;ISG20;FASLG,age_changes_CD4_ISGhi_02032026
TNF-alpha Signaling via NF-kB,0.002542138,0.4313503401215975,1.819913682750144,CCL5;PHLDA1;RIPK2;BHLHE40;KLF6;BIRC3;GPR183;TNIP1;TRAF1;IL15RA;ZFP36;ATF3;SAT1;TANK;DUSP4;CSF1;CD44;KLF9;CCL4;PANX1;MAP3K8;PLEK;SLC16A6;SOD2;CLCF1;CDKN1A;CFLAR;MSC;SQSTM1;SERPINB8;TRIB1;ZC3H12A;TIPARP;PHLDA2;ICOSLG;NFIL3;B4GALT5;G0S2;ICAM1;PLAUR;DUSP1;PDE4B;TAP1;LITAF;SDC4;TNF;DRAM1;CCL20;PER1;BCL2A1;CD69;CEBPD;TNFAIP2;PDLIM5,age_changes_CD4_ISGhi_02032026
Complement,0.002691675,0.4308458396374779,1.8338659574696057,CCL5;TIMP1;CPQ;CFH;LGALS3;GATA3;ANXA5;CLU;CASP1;GZMK;SPOCK2;CTSH;DPP4;VCPIP1;S100A9;CSRP1;SERPINA1;F5;PDGFB;CTSS;GCA;S100A12;PLEK;LRP1;APOBEC3G;XPNPEP1;LTA4H;PDP1;WAS;F8;PLAT;RBSN;PIK3R5;PRKCD;CD36;PIM1;PLAUR;LIPA;CTSB;APOBEC3F;PRCP;GNB2,age_changes_CD4_ISGhi_02032026
Inflammatory Response,0.003489208,0.42020144772864565,1.7494765716962823,CCL5;PTGER2;TIMP1;RIPK2;IL10RA;TNFRSF1B;KLF6;GPR183;IL2RB;EMP3;CD82;CD70;ACVR2A;IL15RA;SRI;IL15;IL18R1;CSF1;AHR;GNA15;NLRP3;TAPBP;KIF1B;CDKN1A;KCNA3;CD40;PIK3R5;BEST1;OSM;ICOSLG;BST2;ICAM1;PLAUR;TLR3;FPR1;IL18RAP;CXCL8;CSF3R;C5AR1;PDE4B;CYBB;PROK2;NOD2;GNAI3;PTAFR;CCL20;SEMA4D;CD69;P2RX4;TPBG;LTA;IRAK2,age_changes_CD4_ISGhi_02032026
Protein Secretion,0.003701053,0.44099751540231913,1.753735462291857,CD63;TPD52;ANP32E;DST;ARF1;M6PR;AP2B1;TMED10;SOD1;AP3S1;TMED2;STAM;KIF1B;ARFIP1;RAB9A;COPE;KRT18;VAMP3;MON2;SEC24D;GOLGA4;ARFGAP3;SNX2;AP2M1;AP3B1;LMAN1,age_changes_CD4_ISGhi_02032026
Cholesterol Homeostasis,0.004037513,0.46036868159536976,1.7260857927286015,LGALS3;ANXA5;CLU;S100A11;ANTXR2;ALCAM;ATF3;PMVK;SREBF2;FABP5;ABCA2;ACSS2;NFIL3;PLAUR,age_changes_CD4_ISGhi_02032026
Hypoxia,0.0041016,0.4234673949339291,1.7691546944941556,S100A4;IGFBP3;DDIT4;ANXA2;BHLHE40;ENO2;TPD52;RORA;KLF6;IDS;CITED2;ZFP36;BCL2;ATF3;PFKP;P4HA1;GAPDH;PDGFB;CDKN1B;NR3C1;TPI1;TGFBI;XPNPEP1;NDRG1;NEDD4L;CDKN1A;FAM162A;SLC6A6;LDHA;TIPARP;PIM1;NFIL3;PLAUR;MIF;PFKL;MYH9;DUSP1;ALDOA;PGK1;GRHPR;HMOX1;SDC4;ISG20;UGP2;JMJD6,age_changes_CD4_ISGhi_02032026
Allograft Rejection,0.005245315,0.39624330786762213,1.6755132031362625,CCL5;TIMP1;STAT4;SRGN;RIPK2;NCF4;TPD52;FLNA;FAS;CDKN2A;IL2RB;CAPG;CD2;ACVR2A;GPR65;MAP4K1;CCR2;IFNGR1;F2R;IL2RA;IL15;CXCR3;GCNT1;CSF1;CTSS;NLRP3;CCL4;IL2;MAP3K7;TAPBP;IL12RB1;CD96;DEGS1;WAS;CD74;IFNG;CD40;SPI1;CCR5;PRF1;ICOSLG;ICAM1;KRT1;CD4;TLR3;IL18RAP;FGR;CD86;TAP1;HLA-DRA;IRF4;TNF;ZAP70;NCK1;FASLG;GZMB,age_changes_CD4_ISGhi_02032026
Myogenesis,0.005458119,0.4106400852588941,1.6809374952579035,ITGB1;IGFBP3;FXYD1;BHLHE40;CLU;SORBS3;PRNP;FHL1;MYO1C;TPM3;GNAO1;CDKN1A;ATP6AP1;SYNGR2;PTP4A3;SPTAN1;NQO1;CD36;LPIN1;PSEN2;PDE4DIP;MAPRE3;MYH9;KCNH2;SPARC;SVIL;AGL;DMPK;DAPK2;ADAM12;TNNC1;PC;GSN;TPM2;TAGLN;CFD;WWTR1;RYR1;FLII;IGFBP7;ADCY9;TNNC2;PYGM;FKBP1B;AKT2;CACNA1H;CKB;MYH11;PDLIM7;COL6A3;ERBB3;CNN3;MAPK12;PFKM;GAA;ITGB4;SH3BGR;CTF1;AK1;MEF2C;SH2B1;MYLPF,age_changes_CD4_ISGhi_02032026
Reactive Oxygen Species Pathway,0.005872746,0.4711905941489808,1.6844132090145791,PRNP;PRDX6;TXN;PFKP;PRDX2;PRDX4;SOD1;GCLM;SOD2;PRDX1;GPX4;NQO1;CDKN2D,age_changes_CD4_ISGhi_02032026
Angiogenesis,0.0071778,0.6020696276609595,1.646194383571248,S100A4;TIMP1;VCAN;LRPAP1,age_changes_CD4_ISGhi_02032026
Myc Targets V1,0.00752587,-0.309230934,-1.850376276,EEF1B2;RACK1;RPL22;RPS5;PSMA2;NOP56;GNL3;SET;RPL6;TRIM28;SRSF3;CCT2;RPLP0;RPS6;PSMA4;RPS10;EIF4A1;HDGF;RPL18;APEX1;C1QBP;HNRNPA2B1;SERBP1;CYC1;HDDC2;RPS2;EIF3J;RPL34;RPL14;NPM1;NCBP2;NME1;CCT5;LSM2;RPS3;DDX21;TXNL4A;PHB;HNRNPD;HDAC2;DHX15;EIF3B;SRM;CCT3,age_changes_CD4_ISGhi_02032026
p53 Pathway,0.013722264877410663,0.3668949948862606,1.5642257834945152,S100A4;S100A10;STOM;DDIT4;PERP;CASP1;FAS;CDKN2A;DDB2;CCNG1;CGRRF1;AEN;CD82;RPS27L;BAX;ATF3;F2R;TXNIP;EPS8L2;SAT1;UPP1;GLS2;TOB1;ZBTB16;NDRG1;CDKN1A;PMM1;FAM162A;PHLDA3;VAMP8;XPC;VWA5A;PROCR;HINT1;ZNF365;POLH;RCHY1;TAP1;HMOX1;RETSAT;PVT1;DRAM1;GM2A;CSRNP2;CCND3;SLC3A2,age_changes_CD4_ISGhi_02032026
Estrogen Response Late,0.013936895174211188,0.3796708848106482,1.577223316321086,DYNLT3;LSR;PERP;MICB;XBP1;BATF;ZFP36;S100A9;BCL2;SERPINA1;FABP5;ELOVL5;CD44;SLC7A5;FKBP5;WFS1;TOB1;TIAM1;SLC1A4;DNAJC1;AFF1;NBL1;TJP3;ATP2B4;LLGL2;SLC22A5;IMPA2;TOP2A;ABCA3;TMPRSS3;NAB2;ISG20;TNNC1;SLC9A3R1;RAB31;TPBG;XRCC3;CISH;PRSS23;FARP1;ABHD2;ARL3;HSPA4L;RPS6KA2;SLC2A8;SCARB1;MAPT;PTPN6;SLC27A2;RBBP8;CACNA2D2;PLK4;DCXR;TST;CKB;METTL3;SNX10;SLC29A1;JAK2;CA2;CDH1;ADD3;CCND1;RNASEH2A;HOMER2;EGR3;IL17RB;ALDH3B1,age_changes_CD4_ISGhi_02032026
Adipogenesis,0.014131293926641173,0.36715308022969473,1.570105448134019,DHRS7;STOM;APLP2;RAB34;LTC4S;IDH3G;MGST3;IFNGR1;REEP5;TANK;SOD1;RTN3;DNAJB9;BAZ2A;TOB1;CD151;NABP1;RNF11;GPX4;COX8A;ATP1B3;CD36;QDPR;ELOVL6;UBC;GPHN;PEMT;PFKL;NDUFA5;SQOR;CHCHD10;ALDOA;GRPEL1;MGLL;YWHAG;PHYH;CD302;UQCR11;RETSAT;ITSN1;GPAT4;ACLY;CAVIN1;SLC1A5;MDH2;LIPE;ESYT1;SLC19A1;SCARB1;HADH;SDHB;ACO2;ADIPOR2;RETN;RMDN3;SLC25A1;ACOX1;UQCRC1;SOWAHC;TST;COX6A1;CS,age_changes_CD4_ISGhi_02032026
UV Response Dn,0.015103287688791095,0.38567192927920096,1.547962728803214,INPP4B;ANXA2;BHLHE40;TGFBR3;SFMBT1;ATXN1;ACVR2A;CITED2;SRI;KALRN;ANXA4;GCNT1;CDKN1B;NR3C1;ATRX;PIAS3;ATP2B4;BMPR1A,age_changes_CD4_ISGhi_02032026
Pperoxisome,0.019077837080578225,0.38891173230397447,1.5224314943778736,TSPO;GSTK1;ATXN1;IDE;YWHAH;ELOVL5;SLC25A4;ACSL5;SOD1;CADM1;SOD2;PRDX1;ABCD2;ESR2;TOP2A;ITGB1BP1;ABCB9;MVP;HSD17B11;RETSAT;ALDH1A1;FADS1;PEX13;ERCC3;ACOT8;SLC27A2;CNBP;PEX11A;ACOX1;DHCR24;EHHADH;ISOC1,age_changes_CD4_ISGhi_02032026
Apical Surface,0.021704300271303753,0.4585947116239833,1.5013440029567027,GATA3;CRYBG1;IL2RB;GSTM3;MAL;FLOT2;PLAUR;TMEM8B;AFAP1L2,age_changes_CD4_ISGhi_02032026
Fatty Acid Metabolism,0.021982012774775163,0.36105833700460566,1.5049642880275709,LGALS1;S100A10;GLUL;ENO2;PRDX6;LTC4S;IDH3G;PCBD1;BLVRA;YWHAH;ERP29;ELOVL5;ACSL5;HSDL2;LDHA;CD36;G0S2;MIF;SLC22A5;IL4I1;D2HGDH;ALDOA;GRHPR;MGLL;GABARAPL1;ACSM3;TP53INP2;HSD17B11;RETSAT;CBR3;ALDH1A1,age_changes_CD4_ISGhi_02032026
Estrogen Response Early,0.03629683,0.34755733426323254,1.449469201,SH3BP5;DYNLT3;BHLHE40;MICB;XBP1;BCL2;ELOVL5;CD44;SLC7A5;FKBP5;WFS1;TOB1;ELF1;ENDOD1;MYBL1;KRT18;TIAM1;SLC1A4;AFF1;NBL1;TJP3;TIPARP;NADSYN1;GAB2;SNX24;SLC22A5;ABCA3;TMPRSS3;LRIG1;SVIL;AQP3;SYNGR1;SLC9A3R1;DEPTOR;KRT8;RAB31;TPBG;CISH;PMAIP1;PRSS23;FARP1;ABHD2;ARL3;MUC1;ZNF185;RPS6KA2;SCARB1;MAPT;ADCY9;SLC27A2;RBBP8;PEX11A;B4GALT1,age_changes_CD4_ISGhi_02032026
IL-6/JAK/STAT3 Signaling,0.039321861,0.3775359162740193,1.437742808464888,TNFRSF1B;FAS;IL15RA;PTPN1;IFNGR1;IL2RA;IL18R1;CSF1;CD44;MAP3K8;IL12RB1;STAT3;IL9R;PIK3R5;CD36;PIM1;LEPR;CSF3R;HMOX1;TNF,age_changes_CD4_ISGhi_02032026
Oxidative Phosphorylation,0.051175917,-0.218466014,-1.449737282,LDHB;SLC25A5;ATP5PO;NDUFB8;ATP5F1E;ATP5F1C;TIMM8B;UQCRH;FXN;SLC25A6;NDUFC2;TIMM13;UQCRB;COX4I1;CYC1;TIMM10;BDH2;ATP5MG;NDUFA9;ATP5ME;COX7C;NDUFA7;ETFB;ATP5MC3;ATP5MC1;SURF1;NDUFB6;SDHD;ECI1;COX6C;MRPS11;UQCRC2;MTRF1;NDUFA2;ACAA2;MDH1;COX7A2L;SLC25A11;MTX2;NDUFB1;NDUFS2;COX15;ATP6V1D;ACADM;SUPV3L1;CYCS;PDHX;TIMM9;HSD17B10;ATP5PF;AIFM1,age_changes_CD4_ISGhi_02032026
Myc Targets V2,0.058325494,-0.289638058,-1.469451181,PPAN;NOP56;GNL3;NPM1;IPO4;PHB;SRM;WDR43;TBRG4;MRTO4;TFB2M;EXOSC5;SUPV3L1;DCTPP1;NOP16;TMEM97;RRP12,age_changes_CD4_ISGhi_02032026
mTORC1 Signaling,0.066357266,0.323209815,1.379664648613827,DDIT4;BHLHE40;CCNG1;XBP1;TBK1;P4HA1;SSR1;UFM1;M6PR;GAPDH;ELOVL5;EGLN3;CANX;SLA;SLC7A5;FKBP2;TPI1;LTA4H;PSMC2;CDKN1A;HSP90B1;PRDX1;SLC1A4;SQSTM1;SLC6A6;LDHA;ASNS;QDPR;NFIL3;ARPC5L;MCM4;ELOVL6;PSMD12;NFYC;PFKL;ACACA;RPN1;ALDOA;FGL2;PSMG1;PGK1;PSME3,age_changes_CD4_ISGhi_02032026
Wnt-beta Catenin Signaling,0.067732832,-0.31293467,-1.38433372,TCF7;LEF1;KAT2A;FRAT1;MAML1;HDAC2;TP53;NKD1;NOTCH1;GNAI1;NCOR2,age_changes_CD4_ISGhi_02032026
Androgen Response,0.068547991,0.3482788504515956,1.371885033,INPP4B;TPD52;CDC14B;ELOVL5;SAT1;DNAJB9;FKBP5;ARID5B;NDRG1;MAF;SEC24D;TMEM50A;IQGAP2;GPD1L;PLPP1;UBE2J1;LMAN1;GNAI3;PA2G4;ELL2;PIAS1;CCND3;KRT8;ITGAV;PDLIM5;XRCC6;ABHD2;NKX3-1;AKAP12;FADS1,age_changes_CD4_ISGhi_02032026
KRAS Signaling Up,0.070225111,0.3292922341778089,1.3655236568970541,PRDM1;NAP1L2;CFH;PCSK1N;IGFBP3;IL10RA;TNFRSF1B;ADAM8;BIRC3;KIF5C;TRAF1;MAP4K1;RABGAP1L;CTSS;WNT7A;LCP1;CAB39L;TRIB1;PLAT;GALNT3;VWA5A;CDADC1;G0S2;PLAUR;AMMECR1;HSD11B1;ACE;CLEC4A;KCNN4;CCL20;PPBP,age_changes_CD4_ISGhi_02032026
Interferon Gamma Response,0.085867757,0.3108455406990712,1.339980567914318,CCL5;STAT4;CFH;RIPK2;IL10RA;ZBP1;CASP1;HLA-DRB1;FAS;IL2RB;IL15RA;PTPN1;PFKP;SRI;TXNIP;IL15;UPP1;IRF5;CIITA;TAPBP;ARID5B;CASP8;ITGB7;SOD2;CDKN1A;STAT3;CD74;CD40;VAMP8;PIM1;SLAMF7;BST2;P2RY14;ICAM1;IL18BP;NOD1;FPR1;RIPK1;FGL2;PDE4B;CD86;TAP1;IRF4;MVP;ISG20;SECTM1;APOL6;TRIM26;PSMB2;OASL;CD69;PELI1;SELP;CD274;PSMB9;TNFAIP2,age_changes_CD4_ISGhi_02032026
Bile Acid Metabolism,0.096219648,0.3350915739697458,1.3207620099097173,GSTK1;ATXN1;OPTN;NR3C2;ACSL5;SOD1;PEX16;GCLM;ABCA2;ABCD2;NPC1;APOA1;HACL1;AMACR;ABCA3;ABCA5;PHYH;HSD17B11;RETSAT;ALDH1A1;LIPE;FADS1;PEX26;PEX13;SLC27A2;HSD17B6;NUDT12;PEX11A;DHCR24;ISOC1;SLC29A1;SLC22A18;PFKM;PEX12;BCAR3;FDXR;CH25H;SCP2;ALDH9A1;RXRA;PIPOX;ABCG8,age_changes_CD4_ISGhi_02032026
heme Metabolism,0.097733439,0.3156965962187239,1.3233459354754433,CAST;TENT5C;FBXO7;OPTN;HTATIP2;MGST3;BLVRA;PRDX2;RNF19A;DMTN;NR3C1;HAGH;LRP10;KAT2B;ARL2BP;GCLM;ENDOD1;FN3K;ANK1;PICALM;E2F2;TSPAN5;MKRN1;ASNS;SLC10A3;KHNYN;CTSB;ACSL6;AQP3;PIGQ;TMEM9B;ERMAP;SLC25A37;ELL2;CCND3;SNCA;CDC27,age_changes_CD4_ISGhi_02032026
Mitotic Spindle,0.10715857383948217,0.3055552658517213,1.3038545611945944,ARHGAP5;TBCD;FLNA;ACTN4;ARHGDIA;PCGF5;VCL;DST;EZR;PREX1;SUN2;CEP57;KIF1B;TIAM1;CLIP1;INCENP;KIF20B;PXN;TUBGCP6;SPTAN1;PRC1;RHOT2;ALMS1;TUBGCP5;TOP2A;MYH9;ABR;DYNC1H1;NF1;BRCA2;KIF11;NCK1;ITSN1;KIF3C;KLC1;CDK1;TPX2;CDC27;CKAP5;NUSAP1;LLGL1;BUB1;FSCN1;PDLIM5;GSN;FARP1;KIF5B;CNTROB;ALS2;NDC80;NEDD9;CENPJ;TRIO;ARHGEF12;STAU1;ARFIP2;ARHGAP10;ARAP3;KIF22;MAP3K11;ABI1;MAP1S;RHOF;NUMA1;WASF2;FGD4;SOS1;PLEKHG2;FGD6;KNTC1;AURKA;CDC42EP2;TAOK2;MAPRE1;DOCK2;PALLD;CLIP2;KIF3B;PLK1;NIN,age_changes_CD4_ISGhi_02032026
Apical Junction,0.11435277481650645,0.31465895,1.2930070569037153,ITGB1;SORBS3;CD99;ACTN4;VCL;CTNNA1;TRAF1;YWHAH;ADAM23;NECTIN3;VCAN;TGFBI;CRB3;PIK3CB;GTF2F1;SYMPK;ICAM1;TMEM8B;ADAM15;ITGA3;MYL12B;ZYX;MYH9;KCNH2;NF1;CD86;MADCAM1;ICAM2;NRTN;ITGA10;CD274;CDK8;FSCN1;ITGA2;SHC1;NLGN2;STX4;HADH;AKT2;RSU1;SYK;ATP1A3;ADAM9;NF2;B4GALT1;MAPK11;MSN;SIRPA;RHOF;ICAM4;JAM3;VASP;MPZL2;CLDN7;SKAP2;CDH1;TAOK2;ITGB4;TSPAN4;AMIGO1;CERCAM;BMP1,age_changes_CD4_ISGhi_02032026
Spermatogenesis,0.1577994488474931,0.32070806696204346,1.248369488825248,PCSK1N;IDE;MLF1;PEBP1;GSTM3;DBF4;SPATA6;IL12RB2;PRKAR2A;LPIN1;PHF7;PSMG1;TSN;NCAPH;ACE;CDK1;VDAC3;BUB1;MLLT10;PARP2;HSPA4L;CCT6B;MAST2;NF2;ZC2HC1C;NPHP1;JAM3;CDKN3,age_changes_CD4_ISGhi_02032026
Unfolded Protein Response,0.16998335667024653,0.3043690755027871,1.2337744643266906,DDIT4;PDIA6;ERN1;XBP1;EXOSC9;ATF3;SSR1;XPOT;HERPUD1;DNAJB9;SLC7A5;WFS1;NABP1;HSP90B1;SPCS1;SLC1A4;HYOU1;ASNS;WIPI1;CNOT2;DCP1A;ZBTB17;DCTN1;YWHAZ;SHC1;HSPA9;SRPRA;KIF5B;EEF2;PSAT1;MTHFD2,age_changes_CD4_ISGhi_02032026
Glycolysis,0.18203112139303607,0.28961160412638154,1.2199302660271922,IGFBP3;DDIT4;ENO2;CITED2;TXN;PFKP;P4HA1;EGLN3;GFPT1;SOD1;CD44;TPI1;CHPF2;CHST12;ECD;VCAN;TGFBI;FAM162A;PKM;LDHA;MIF;ALDOA;PGK1;AGL;POLR3K;GNE;ARPP19;ISG20;UGP2;CDK1;BIK;PGAM1;TPBG;MDH2;PC;GMPPA;GUSB;PLOD1;CHPF;CACNA1H;IL13RA1;SLC16A3;B4GALT1;B3GNT3;TGFA;PAM;PRPS1,age_changes_CD4_ISGhi_02032026
Xenobiotic Metabolism,0.19203178740039734,0.28970846951146584,1.2079124409109856,DHRS7;FAS;ELOVL5;ABHD6;UPP1;PTGDS;PMM1;ABCD2;NPC1;SLC6A6;NQO1;HACL1;CD36;SSR3;SLC12A4;PEMT;CES1;ACP2;HMOX1;PTGES3;HSD11B1;GABARAPL1;ARPP19;RETSAT;PPARD;LCAT;CDA;SLC1A5;TMEM176B;PDLIM5;PC;IL1R1;CYP2E1;ACO2;TMBIM6;ACOX1;KYNU;DCXR;SPINT2;HES6,age_changes_CD4_ISGhi_02032026
DNA Repair,0.22081704442687974,0.28026419180636564,1.183461124663825,COX17;DDB2;DUT;BCAP31;TK2;SUPT5H;TMED2;TAF6;VPS28;POLA2;TAF9;GPX4;GTF2F1;POLE4;XPC;SSRP1;SMAD5;DDB1;AGO4;ELL;EIF1B;POLH;POLR3C;PDE4B;SUPT4H1;POLR3GL;POLR2E;NUDT21;TAF1C;HCLS1;CDA;NPR2;POLR2K;NFX1;GUK1;ELOA,age_changes_CD4_ISGhi_02032026
E2F Targets,0.28621477857768474,0.2650455149327752,1.1365582532825356,HMGB2;ANP32E;CDKN2A;MAD2L1;PTTG1;EED;PRDX4;DUT;CENPM;CDKN1B;POLA2;CDKN1A;ATAD2;POLE4;SSRP1;TCF19;SLBP;MXD3;MCM4;PSMC3IP;SPAG5;TOP2A;CCNE1;ORC2;BRCA2;NAA38;NUDT21;TK1;PA2G4;CDC25B;RAN;ILF3;CDK1;LYAR;SUV39H1;DEK;PSIP1;XRCC6;UNG;RAD21;SMC6;PHF5A;MCM3;MCM6;TIMELESS;MTHFD2;ASF1A;HELLS;SRSF1;JPT1;MLH1;GINS3;GINS1;POLD1;CDCA8;LIG1;PLK4;PRPS1;WDR90;RPA1;KIF22,age_changes_CD4_ISGhi_02032026
PI3K/AKT/mTOR  Signaling,0.2911967385083803,0.28258545853708256,1.1295808969835337,ARHGDIA;TBK1;ARF1;SLA;CDKN1B;MAP3K7;TIAM1;CDKN1A;HSP90B1;CAB39L;SQSTM1;DUSP3;PRKAR2A;IRAK4;NOD1;AP2M1;ACACA;RIPK1;NCK1;FASLG;CDK1;YWHAB,age_changes_CD4_ISGhi_02032026
UV Response Up,0.3141897943119878,0.26959017674604735,1.1110764492066507,ENO2;ATF3;RAB27A;SLC25A4;SIGMAR1;SOD2;SQSTM1;CREG1;PRKCD;ASNS;SELENOW;ICAM1;GGH;CCNE1;RPN1;KCNH2;ALDOA;NPTXR;GRPEL1;TAP1;AQP3;HMOX1;DNAJB1;HLA-F;CCND3;APOM;HYAL2;PDAP1;PARP2;CYB5B;BSG;TMBIM6;RHOB;HNRNPU;TST;C4BPB;HSPA13;CDK2;CDKN2B,age_changes_CD4_ISGhi_02032026
KRAS Signaling Dn,0.46015320521435293,-0.198204914,-1.034526681,IFI44L;RSAD2;SKIL;LFNG;CHST2;MX1;LYPD3;STAG3;CAMK1D;SNN;PLAG1;KMT2D;PDE6B;GTF3C5;SLC25A23;GAMT,age_changes_CD4_ISGhi_02032026
Pancreas Beta Cells,0.5827252141590652,0.3433364685174639,0.9650741598840804,DPP4;STXBP1;SPCS1,age_changes_CD4_ISGhi_02032026
Notch Signaling,0.6904985888993415,-0.224103276,-0.892231311,LFNG;MAML2;KAT2A,age_changes_CD4_ISGhi_02032026
